# tau(fm)  ecc_1  ecc_2  ecc_3  ecc_4  ecc_5  ecc_6
    5.90000000e+00  1.22917954e-05  5.67626808e-02  5.55553627e-05  2.36510007e-02  1.64999051e-05  4.20136389e-03  
    5.92500000e+00  1.22091047e-05  5.64284924e-02  5.50925964e-05  2.31467239e-02  1.64246536e-05  4.08637801e-03  
    5.95000000e+00  1.21278949e-05  5.60954498e-02  5.46832904e-05  2.26455574e-02  1.63547006e-05  3.97304256e-03  
    5.97500000e+00  1.20949985e-05  5.57636446e-02  5.41868688e-05  2.21473479e-02  1.65095467e-05  3.86069475e-03  
    6.00000000e+00  1.21338980e-05  5.54330480e-02  5.35952116e-05  2.16517824e-02  1.70110829e-05  3.74946225e-03  
    6.02500000e+00  1.22227907e-05  5.51034827e-02  5.30166696e-05  2.11587291e-02  1.73154302e-05  3.64004921e-03  
    6.05000000e+00  1.22983617e-05  5.47748271e-02  5.25128645e-05  2.06679856e-02  1.73907515e-05  3.53229768e-03  
    6.07500000e+00  1.23234555e-05  5.44472765e-02  5.20726143e-05  2.01799626e-02  1.75619917e-05  3.42588409e-03  
    6.10000000e+00  1.23751713e-05  5.41209156e-02  5.16683138e-05  1.96948850e-02  1.76778171e-05  3.32056441e-03  
    6.12500000e+00  1.25155791e-05  5.37957614e-02  5.11290915e-05  1.92127325e-02  1.82900495e-05  3.21638019e-03  
    6.15000000e+00  1.27317807e-05  5.34717555e-02  5.05580290e-05  1.87329098e-02  1.89653742e-05  3.11333368e-03  
    6.17500000e+00  1.29549284e-05  5.31486691e-02  5.00158595e-05  1.82554404e-02  1.93674947e-05  3.01201727e-03  
    6.20000000e+00  1.30984148e-05  5.28265363e-02  4.95992871e-05  1.77805912e-02  1.96201656e-05  2.91246961e-03  
    6.22500000e+00  1.32193281e-05  5.25055497e-02  4.91797878e-05  1.73084347e-02  1.99606841e-05  2.81378641e-03  
    6.25000000e+00  1.34248429e-05  5.21857220e-02  4.86500139e-05  1.68392026e-02  2.04641297e-05  2.71620750e-03  
    6.27500000e+00  1.37347272e-05  5.18670920e-02  4.80928437e-05  1.63724732e-02  2.10465783e-05  2.61939374e-03  
    6.30000000e+00  1.40851692e-05  5.15494132e-02  4.75874186e-05  1.59081352e-02  2.14022849e-05  2.52402673e-03  
    6.32500000e+00  1.43612447e-05  5.12325978e-02  4.71465964e-05  1.54462221e-02  2.19007412e-05  2.43046571e-03  
    6.35000000e+00  1.45730010e-05  5.09168399e-02  4.67865663e-05  1.49868385e-02  2.23703791e-05  2.33810722e-03  
    6.37500000e+00  1.47837018e-05  5.06021889e-02  4.62663545e-05  1.45303502e-02  2.31262385e-05  2.24721689e-03  
    6.40000000e+00  1.50983853e-05  5.02887630e-02  4.57112268e-05  1.40764633e-02  2.37805180e-05  2.15677329e-03  
    6.42500000e+00  1.54739238e-05  4.99763109e-02  4.52239564e-05  1.36249114e-02  2.42126444e-05  2.06784510e-03  
    6.45000000e+00  1.57977031e-05  4.96647255e-02  4.47532703e-05  1.31756764e-02  2.47000851e-05  1.98050202e-03  
    6.47500000e+00  1.60517025e-05  4.93541486e-02  4.43899334e-05  1.27290161e-02  2.52336762e-05  1.89419610e-03  
    6.50000000e+00  1.63426431e-05  4.90446597e-02  4.39381668e-05  1.22850972e-02  2.60142049e-05  1.80909162e-03  
    6.52500000e+00  1.66834225e-05  4.87363332e-02  4.34131391e-05  1.18436525e-02  2.66142579e-05  1.72447532e-03  
    6.55000000e+00  1.70825738e-05  4.84290066e-02  4.29231350e-05  1.14046407e-02  2.71570797e-05  1.64128750e-03  
    6.57500000e+00  1.74865722e-05  4.81225200e-02  4.25072623e-05  1.09679638e-02  2.76712760e-05  1.55978851e-03  
    6.60000000e+00  1.78163177e-05  4.78169842e-02  4.21887582e-05  1.05336068e-02  2.82825618e-05  1.47928310e-03  
    6.62500000e+00  1.81098984e-05  4.75124777e-02  4.17940983e-05  1.01019076e-02  2.91980497e-05  1.39974036e-03  
    6.65000000e+00  1.84288422e-05  4.72091685e-02  4.12878235e-05  9.67272817e-03  2.98761665e-05  1.32070307e-03  
    6.67500000e+00  1.88225776e-05  4.69068510e-02  4.08423534e-05  9.24607983e-03  3.02999315e-05  1.24313522e-03  
    6.70000000e+00  1.92531956e-05  4.66053683e-02  4.04392993e-05  8.82175688e-03  3.07243141e-05  1.16717435e-03  
    6.72500000e+00  1.95923357e-05  4.63047494e-02  4.01029120e-05  8.39965421e-03  3.12190796e-05  1.09243354e-03  
    6.75000000e+00  1.99063505e-05  4.60051506e-02  3.97382279e-05  7.98003001e-03  3.20752221e-05  1.01863706e-03  
    6.77500000e+00  2.02421824e-05  4.57066989e-02  3.93014596e-05  7.56285160e-03  3.26857451e-05  9.45275989e-04  
    6.80000000e+00  2.06152885e-05  4.54092410e-02  3.88636440e-05  7.14823697e-03  3.30930170e-05  8.73202079e-04  
    6.82500000e+00  2.10655864e-05  4.51126251e-02  3.84993416e-05  6.73595706e-03  3.35146797e-05  8.02557215e-04  
    6.85000000e+00  2.14504681e-05  4.48168105e-02  3.82334055e-05  6.32594069e-03  3.40255784e-05  7.33499931e-04  
    6.87500000e+00  2.18019955e-05  4.45219390e-02  3.78699692e-05  5.91827879e-03  3.48751588e-05  6.65401499e-04  
    6.90000000e+00  2.21495555e-05  4.42282008e-02  3.74561582e-05  5.51291523e-03  3.55112468e-05  5.97428439e-04  
    6.92500000e+00  2.25187832e-05  4.39354733e-02  3.70127915e-05  5.10998698e-03  3.59739229e-05  5.30533363e-04  
    6.95000000e+00  2.29540264e-05  4.36435930e-02  3.66682585e-05  4.70951706e-03  3.64519772e-05  4.65122627e-04  
    6.97500000e+00  2.33372349e-05  4.33525295e-02  3.64027936e-05  4.31128437e-03  3.69042388e-05  4.01047602e-04  
    7.00000000e+00  2.36737161e-05  4.30623759e-02  3.60637005e-05  3.91534021e-03  3.76854730e-05  3.37941443e-04  
    7.02500000e+00  2.40247565e-05  4.27733124e-02  3.56613694e-05  3.52169108e-03  3.83930613e-05  2.75060937e-04  
    7.05000000e+00  2.43961602e-05  4.24851942e-02  3.53014367e-05  3.13036965e-03  3.87937805e-05  2.13306356e-04  
    7.07500000e+00  2.48054301e-05  4.21979391e-02  3.50252254e-05  2.74133937e-03  3.92127467e-05  1.52834844e-04  
    7.10000000e+00  2.52019883e-05  4.19114844e-02  3.48036325e-05  2.35472949e-03  3.97482478e-05  9.35425479e-05  
    7.12500000e+00  2.55478017e-05  4.16259081e-02  3.44772989e-05  1.97035557e-03  4.06007385e-05  3.52223840e-05  
    7.15000000e+00  2.59200607e-05  4.13413663e-02  3.40552966e-05  1.58800965e-03  4.13392848e-05  2.27997902e-05  
    7.17500000e+00  2.62817803e-05  4.10578054e-02  3.36842529e-05  1.20807694e-03  4.17817624e-05  8.00049202e-05  
    7.20000000e+00  2.66919035e-05  4.07750870e-02  3.34335510e-05  8.30369987e-04  4.21688632e-05  1.36070665e-04  
    7.22500000e+00  2.71016391e-05  4.04931066e-02  3.32894543e-05  4.55039314e-04  4.25616818e-05  1.90498555e-04  
    7.25000000e+00  2.74523437e-05  4.02120005e-02  3.30253948e-05  8.18906746e-05  4.33538052e-05  2.44123332e-04  
    7.27500000e+00  2.77940858e-05  3.99318893e-02  3.26666221e-05  2.89293159e-04  4.40919190e-05  2.97516602e-04  
    7.30000000e+00  2.81383404e-05  3.96527704e-02  3.23804690e-05  6.58218170e-04  4.45450177e-05  3.50388906e-04  
    7.32500000e+00  2.85155816e-05  3.93744682e-02  3.21675587e-05  1.02473309e-03  4.49637547e-05  4.01876768e-04  
    7.35000000e+00  2.89149191e-05  3.90968888e-02  3.20340207e-05  1.38881743e-03  4.52595397e-05  4.51792509e-04  
    7.37500000e+00  2.92563339e-05  3.88201391e-02  3.17398825e-05  1.75097794e-03  4.60735043e-05  5.01071316e-04  
    7.40000000e+00  2.95666562e-05  3.85443473e-02  3.14050508e-05  2.11121406e-03  4.68448173e-05  5.50016526e-04  
    7.42500000e+00  2.98845272e-05  3.82695269e-02  3.11451723e-05  2.46923065e-03  4.72890493e-05  5.98386688e-04  
    7.45000000e+00  3.02439615e-05  3.79954933e-02  3.10243419e-05  2.82504924e-03  4.75705668e-05  6.45771787e-04  
    7.47500000e+00  3.06482951e-05  3.77222087e-02  3.09765404e-05  3.17831755e-03  4.79450753e-05  6.91675672e-04  
    7.50000000e+00  3.09989256e-05  3.74496827e-02  3.07733058e-05  3.52966220e-03  4.87809562e-05  7.36437563e-04  
    7.52500000e+00  3.13039369e-05  3.71780933e-02  3.05108319e-05  3.87931341e-03  4.94959895e-05  7.80980457e-04  
    7.55000000e+00  3.16126208e-05  3.69074270e-02  3.03011729e-05  4.22658417e-03  4.99260279e-05  8.25041299e-04  
    7.57500000e+00  3.19733317e-05  3.66376003e-02  3.02088630e-05  4.57165036e-03  5.02373127e-05  8.68323619e-04  
    7.60000000e+00  3.23732291e-05  3.63684853e-02  3.01913988e-05  4.91433254e-03  5.06342697e-05  9.10337188e-04  
    7.62500000e+00  3.27237392e-05  3.61001537e-02  3.00042739e-05  5.25515021e-03  5.15535248e-05  9.51280502e-04  
    7.65000000e+00  3.30283290e-05  3.58327238e-02  2.97916164e-05  5.59422362e-03  5.21712515e-05  9.91824558e-04  
    7.67500000e+00  3.33419565e-05  3.55661642e-02  2.96219449e-05  5.93109004e-03  5.24976454e-05  1.03184240e-03  
    7.70000000e+00  3.36731522e-05  3.53004118e-02  2.95336580e-05  6.26566447e-03  5.27935723e-05  1.07108532e-03  
    7.72500000e+00  3.40447361e-05  3.50353805e-02  2.95658768e-05  6.59801883e-03  5.31217724e-05  1.10925554e-03  
    7.75000000e+00  3.44051759e-05  3.47711119e-02  2.94216217e-05  6.92851925e-03  5.38464036e-05  1.14660498e-03  
    7.77500000e+00  3.47102209e-05  3.45077110e-02  2.92391906e-05  7.25735243e-03  5.43648024e-05  1.18315380e-03  
    7.80000000e+00  3.50094192e-05  3.42451909e-02  2.90986491e-05  7.58407976e-03  5.47880905e-05  1.21920777e-03  
    7.82500000e+00  3.53397766e-05  3.39834299e-02  2.90919259e-05  7.90850992e-03  5.51759640e-05  1.25473172e-03  
    7.85000000e+00  3.56785365e-05  3.37223914e-02  2.92471546e-05  8.23074120e-03  5.56028313e-05  1.28914008e-03  
    7.87500000e+00  3.60114454e-05  3.34621273e-02  2.92064707e-05  8.55111761e-03  5.63750807e-05  1.32277499e-03  
    7.90000000e+00  3.63239661e-05  3.32026944e-02  2.90842963e-05  8.86976567e-03  5.69521253e-05  1.35584823e-03  
    7.92500000e+00  3.66037609e-05  3.29441458e-02  2.89783922e-05  9.18634118e-03  5.72999389e-05  1.38848652e-03  
    7.95000000e+00  3.69168239e-05  3.26863426e-02  2.89939527e-05  9.50081967e-03  5.75582942e-05  1.42036866e-03  
    7.97500000e+00  3.72796813e-05  3.24292269e-02  2.91601946e-05  9.81307962e-03  5.77869689e-05  1.45115083e-03  
    8.00000000e+00  3.76235938e-05  3.21728727e-02  2.91426553e-05  1.01235566e-02  5.84776977e-05  1.48136487e-03  
    8.02500000e+00  3.78988267e-05  3.19173450e-02  2.90963671e-05  1.04323688e-02  5.89583973e-05  1.51083990e-03  
    8.05000000e+00  3.81802248e-05  3.16626649e-02  2.90830993e-05  1.07391462e-02  5.92092184e-05  1.53979818e-03  
    8.07500000e+00  3.84940044e-05  3.14087221e-02  2.91938545e-05  1.10437806e-02  5.93240835e-05  1.56800656e-03  
    8.10000000e+00  3.88476435e-05  3.11555060e-02  2.94327267e-05  1.13464052e-02  5.94938304e-05  1.59541278e-03  
    8.12500000e+00  3.91789331e-05  3.09030591e-02  2.94654350e-05  1.16473827e-02  6.01581986e-05  1.62237957e-03  
    8.15000000e+00  3.94260809e-05  3.06514546e-02  2.93495060e-05  1.19466106e-02  6.09238239e-05  1.64865294e-03  
    8.17500000e+00  3.96917735e-05  3.04006947e-02  2.92687177e-05  1.22438535e-02  6.13853375e-05  1.67453497e-03  
    8.20000000e+00  3.99928054e-05  3.01506881e-02  2.93720157e-05  1.25390318e-02  6.16357389e-05  1.69990846e-03  
    8.22500000e+00  4.03534364e-05  2.99013765e-02  2.95776769e-05  1.28323249e-02  6.18537202e-05  1.72444957e-03  
    8.25000000e+00  4.06552769e-05  2.96528273e-02  2.97554628e-05  1.31240509e-02  6.22950370e-05  1.74810961e-03  
    8.27500000e+00  4.09156347e-05  2.94050973e-02  2.98019540e-05  1.34140994e-02  6.28094368e-05  1.77138470e-03  
    8.30000000e+00  4.11381599e-05  2.91582190e-02  2.98491956e-05  1.37021350e-02  6.31410478e-05  1.79429314e-03  
    8.32500000e+00  4.14279584e-05  2.89120718e-02  2.99248342e-05  1.39881156e-02  6.33749772e-05  1.81646402e-03  
    8.35000000e+00  4.17661181e-05  2.86666793e-02  3.01245051e-05  1.42723198e-02  6.35651960e-05  1.83814139e-03  
    8.37500000e+00  4.20692210e-05  2.84220529e-02  3.03057727e-05  1.45548822e-02  6.39739912e-05  1.85916018e-03  
    8.40000000e+00  4.23297927e-05  2.81782283e-02  3.03776083e-05  1.48356867e-02  6.44322569e-05  1.87940801e-03  
    8.42500000e+00  4.25883725e-05  2.79352268e-02  3.04463201e-05  1.51147387e-02  6.46385063e-05  1.89937471e-03  
    8.45000000e+00  4.28535625e-05  2.76929951e-02  3.05449220e-05  1.53918655e-02  6.48115122e-05  1.91902895e-03  
    8.47500000e+00  4.31821449e-05  2.74515110e-02  3.07024320e-05  1.56671804e-02  6.50666886e-05  1.93796123e-03  
    8.50000000e+00  4.34625040e-05  2.72107871e-02  3.08503904e-05  1.59408403e-02  6.54348839e-05  1.95614922e-03  
    8.52500000e+00  4.37425583e-05  2.69708507e-02  3.09410139e-05  1.62128610e-02  6.58521438e-05  1.97350302e-03  
    8.55000000e+00  4.40159515e-05  2.67317967e-02  3.09964886e-05  1.64830261e-02  6.63085317e-05  1.99065431e-03  
    8.57500000e+00  4.42883441e-05  2.64935084e-02  3.11219935e-05  1.67513967e-02  6.65264483e-05  2.00750195e-03  
    8.60000000e+00  4.46292002e-05  2.62559817e-02  3.13344895e-05  1.70180532e-02  6.68416372e-05  2.02357622e-03  
    8.62500000e+00  4.49115882e-05  2.60192618e-02  3.15695014e-05  1.72829919e-02  6.71717818e-05  2.03894811e-03  
    8.65000000e+00  4.51788682e-05  2.57832923e-02  3.16436053e-05  1.75462218e-02  6.77723912e-05  2.05344721e-03  
    8.67500000e+00  4.54499208e-05  2.55481920e-02  3.17393807e-05  1.78078360e-02  6.81574086e-05  2.06777711e-03  
    8.70000000e+00  4.57166913e-05  2.53139637e-02  3.18998997e-05  1.80678298e-02  6.82636490e-05  2.08208465e-03  
    8.72500000e+00  4.60069608e-05  2.50805292e-02  3.20605415e-05  1.83260505e-02  6.85422539e-05  2.09579552e-03  
    8.75000000e+00  4.62413023e-05  2.48478609e-02  3.22448655e-05  1.85826613e-02  6.87940340e-05  2.10878127e-03  
    8.77500000e+00  4.65195771e-05  2.46160131e-02  3.23590443e-05  1.88374608e-02  6.93234495e-05  2.12096303e-03  
    8.80000000e+00  4.67920737e-05  2.43850690e-02  3.24810093e-05  1.90906911e-02  6.96279168e-05  2.13306800e-03  
    8.82500000e+00  4.70485873e-05  2.41550413e-02  3.26010756e-05  1.93425453e-02  6.97520892e-05  2.14536499e-03  
    8.85000000e+00  4.73393247e-05  2.39257742e-02  3.27497818e-05  1.95925871e-02  6.99567354e-05  2.15667119e-03  
    8.87500000e+00  4.75735773e-05  2.36974435e-02  3.29673575e-05  1.98410273e-02  7.01662670e-05  2.16779926e-03  
    8.90000000e+00  4.78114456e-05  2.34699328e-02  3.31008469e-05  2.00879595e-02  7.06054106e-05  2.17832260e-03  
    8.92500000e+00  4.80772671e-05  2.32432520e-02  3.32293425e-05  2.03333211e-02  7.08817944e-05  2.18836647e-03  
    8.95000000e+00  4.83611428e-05  2.30175400e-02  3.33342484e-05  2.05772118e-02  7.11683304e-05  2.19841803e-03  
    8.97500000e+00  4.86394016e-05  2.27927178e-02  3.34321631e-05  2.08196032e-02  7.13130119e-05  2.20823692e-03  
    9.00000000e+00  4.88806076e-05  2.25687480e-02  3.36394331e-05  2.10601987e-02  7.13929159e-05  2.21736493e-03  
    9.02500000e+00  4.91408030e-05  2.23456139e-02  3.38675035e-05  2.12990696e-02  7.15867273e-05  2.22573918e-03  
    9.05000000e+00  4.94193181e-05  2.21234005e-02  3.39644462e-05  2.15367299e-02  7.19796988e-05  2.23376995e-03  
    9.07500000e+00  4.97158866e-05  2.19021470e-02  3.40238814e-05  2.17729071e-02  7.24694727e-05  2.24153310e-03  
    9.10000000e+00  4.99873359e-05  2.16818259e-02  3.41322589e-05  2.20075122e-02  7.26408302e-05  2.24925051e-03  
    9.12500000e+00  5.02495624e-05  2.14624083e-02  3.43186493e-05  2.22403915e-02  7.26450920e-05  2.25633798e-03  
    9.15000000e+00  5.05080194e-05  2.12438163e-02  3.45621199e-05  2.24714859e-02  7.27443177e-05  2.26257732e-03  
    9.17500000e+00  5.08062266e-05  2.10261925e-02  3.47059944e-05  2.27015614e-02  7.30633368e-05  2.26876419e-03  
    9.20000000e+00  5.10931351e-05  2.08095918e-02  3.47543629e-05  2.29304030e-02  7.33540951e-05  2.27488128e-03  
    9.22500000e+00  5.13385094e-05  2.05939573e-02  3.48758014e-05  2.31573704e-02  7.37360307e-05  2.28041055e-03  
    9.25000000e+00  5.16013978e-05  2.03791716e-02  3.50467019e-05  2.33828832e-02  7.39799222e-05  2.28547842e-03  
    9.27500000e+00  5.19001904e-05  2.01653306e-02  3.52504394e-05  2.36069433e-02  7.42079248e-05  2.29025232e-03  
    9.30000000e+00  5.22229456e-05  1.99524586e-02  3.53419587e-05  2.38293855e-02  7.47525426e-05  2.29453254e-03  
    9.32500000e+00  5.25135899e-05  1.97406019e-02  3.53635461e-05  2.40507377e-02  7.51892108e-05  2.29873402e-03  
    9.35000000e+00  5.27572947e-05  1.95296431e-02  3.54394507e-05  2.42705666e-02  7.56591233e-05  2.30247036e-03  
    9.37500000e+00  5.30401633e-05  1.93196496e-02  3.56443875e-05  2.44887838e-02  7.59373175e-05  2.30601456e-03  
    9.40000000e+00  5.33419182e-05  1.91105768e-02  3.58207991e-05  2.47056184e-02  7.60378414e-05  2.30925009e-03  
    9.42500000e+00  5.36377346e-05  1.89024251e-02  3.59009936e-05  2.49210342e-02  7.64601913e-05  2.31176477e-03  
    9.45000000e+00  5.38726540e-05  1.86952918e-02  3.59940558e-05  2.51351608e-02  7.65382007e-05  2.31416582e-03  
    9.47500000e+00  5.40957257e-05  1.84891802e-02  3.61042324e-05  2.53478706e-02  7.68086022e-05  2.31659488e-03  
    9.50000000e+00  5.43587613e-05  1.82838169e-02  3.62647401e-05  2.55589459e-02  7.72903704e-05  2.31804956e-03  
    9.52500000e+00  5.46691439e-05  1.80795067e-02  3.64641970e-05  2.57688997e-02  7.74577559e-05  2.31976292e-03  
    9.55000000e+00  5.50014675e-05  1.78760878e-02  3.65892914e-05  2.59773073e-02  7.76052888e-05  2.32084141e-03  
    9.57500000e+00  5.52365354e-05  1.76735348e-02  3.66516885e-05  2.61843459e-02  7.79087507e-05  2.32118858e-03  
    9.60000000e+00  5.55007360e-05  1.74720296e-02  3.67348149e-05  2.63901931e-02  7.87071648e-05  2.32161158e-03  
    9.62500000e+00  5.56994409e-05  1.72713992e-02  3.69492891e-05  2.65944945e-02  7.86240920e-05  2.32171612e-03  
    9.65000000e+00  5.59524970e-05  1.70715354e-02  3.71746568e-05  2.67975127e-02  7.87457871e-05  2.32093844e-03  
    9.67500000e+00  5.63112302e-05  1.68726584e-02  3.72221694e-05  2.69991799e-02  7.93934855e-05  2.32024036e-03  
    9.70000000e+00  5.64996740e-05  1.66749195e-02  3.73340893e-05  2.71996082e-02  7.94429066e-05  2.32005021e-03  
    9.72500000e+00  5.66731392e-05  1.64778908e-02  3.75093376e-05  2.73986203e-02  7.97014550e-05  2.31878403e-03  
    9.75000000e+00  5.69903824e-05  1.62816259e-02  3.77000614e-05  2.75962417e-02  8.06735177e-05  2.31657862e-03  
    9.77500000e+00  5.72185599e-05  1.60864203e-02  3.79829880e-05  2.77926616e-02  8.04327419e-05  2.31492626e-03  
    9.80000000e+00  5.75386644e-05  1.58919132e-02  3.80182275e-05  2.79874598e-02  8.12094466e-05  2.31227815e-03  
    9.82500000e+00  5.77820993e-05  1.56982569e-02  3.79733712e-05  2.81808924e-02  8.21172202e-05  2.30926646e-03  
    9.85000000e+00  5.78886492e-05  1.55056978e-02  3.83139731e-05  2.83731135e-02  8.15701754e-05  2.30654041e-03  
    9.87500000e+00  5.82392623e-05  1.53134175e-02  3.84477363e-05  2.85636608e-02  8.27058245e-05  2.30142324e-03  
    9.90000000e+00  5.84808632e-05  1.51221667e-02  3.87095511e-05  2.87528822e-02  8.27357877e-05  2.29695200e-03  
    9.92500000e+00  5.86791952e-05  1.49323866e-02  3.89971707e-05  2.89417293e-02  8.22077747e-05  2.29434507e-03  
    9.95000000e+00  5.89109826e-05  1.47428380e-02  3.90449021e-05  2.91284167e-02  8.31361118e-05  2.28912621e-03  
    9.97500000e+00  5.90244556e-05  1.45544434e-02  3.92166814e-05  2.93145894e-02  8.27518797e-05  2.28486794e-03  
    1.00000000e+01  5.92077592e-05  1.43676592e-02  3.94996543e-05  2.95008947e-02  8.22880041e-05  2.28324260e-03  
    1.00250000e+01  5.95115859e-05  1.41806527e-02  3.96577185e-05  2.96841784e-02  8.31077079e-05  2.27793076e-03  
    1.00500000e+01  5.96902485e-05  1.39946578e-02  3.96854864e-05  2.98666590e-02  8.30617083e-05  2.27315995e-03  
    1.00750000e+01  5.98092111e-05  1.38100348e-02  3.98585968e-05  3.00487925e-02  8.30016376e-05  2.27018212e-03  
    1.01000000e+01  6.00789442e-05  1.36249035e-02  3.99638026e-05  3.02273310e-02  8.37444661e-05  2.26210601e-03  
    1.01250000e+01  6.03188438e-05  1.34405908e-02  4.03220542e-05  3.04048537e-02  8.36590922e-05  2.25418289e-03  
    1.01500000e+01  6.04759078e-05  1.32582799e-02  4.06512499e-05  3.05832728e-02  8.30691752e-05  2.25074347e-03  
    1.01750000e+01  6.06798049e-05  1.30752616e-02  4.09082528e-05  3.07576862e-02  8.31697832e-05  2.24191084e-03  
    1.02000000e+01  6.09029371e-05  1.28927954e-02  4.11882859e-05  3.09304513e-02  8.34785901e-05  2.23177479e-03  
    1.02250000e+01  6.10221957e-05  1.27125995e-02  4.15556217e-05  3.11048939e-02  8.20871663e-05  2.22708742e-03  
    1.02500000e+01  6.13047939e-05  1.25320336e-02  4.15902279e-05  3.12770697e-02  8.28639407e-05  2.21894801e-03  
    1.02750000e+01  6.16173200e-05  1.23520370e-02  4.19286151e-05  3.14470050e-02  8.40618061e-05  2.20913015e-03  
    1.03000000e+01  6.17448905e-05  1.21741192e-02  4.22006268e-05  3.16179217e-02  8.25507108e-05  2.20454574e-03  
    1.03250000e+01  6.19753786e-05  1.19954969e-02  4.18064344e-05  3.17859591e-02  8.30052051e-05  2.19502793e-03  
    1.03500000e+01  6.23820151e-05  1.18189283e-02  4.23548219e-05  3.19554853e-02  8.54822427e-05  2.18912101e-03  
    1.03750000e+01  6.26784299e-05  1.16425996e-02  4.26152972e-05  3.21226679e-02  8.53483188e-05  2.18280433e-03  
    1.04000000e+01  6.26410689e-05  1.14656937e-02  4.21464695e-05  3.22861343e-02  8.37113916e-05  2.17179164e-03  
    1.04250000e+01  6.30193944e-05  1.12915843e-02  4.27904786e-05  3.24533605e-02  8.64796191e-05  2.16680657e-03  
    1.04500000e+01  6.31893856e-05  1.11178130e-02  4.33469865e-05  3.26182472e-02  8.72837695e-05  2.16221952e-03  
    1.04750000e+01  6.31068726e-05  1.09422679e-02  4.26234670e-05  3.27771317e-02  8.47903603e-05  2.14835947e-03  
    1.05000000e+01  6.33849444e-05  1.07698453e-02  4.35493086e-05  3.29406219e-02  8.67071940e-05  2.14160693e-03  
    1.05250000e+01  6.35771593e-05  1.05975341e-02  4.44882304e-05  3.31007717e-02  8.75739341e-05  2.13520858e-03  
    1.05500000e+01  6.37061352e-05  1.04234034e-02  4.33581672e-05  3.32546389e-02  8.58492555e-05  2.11928172e-03  
    1.05750000e+01  6.35804130e-05  1.02524925e-02  4.38611542e-05  3.34146373e-02  8.52508794e-05  2.11004683e-03  
    1.06000000e+01  6.37806090e-05  1.00813871e-02  4.45978425e-05  3.35702928e-02  8.61023560e-05  2.10077041e-03  
    1.06250000e+01  6.40035979e-05  9.90922752e-03  4.35585288e-05  3.37205342e-02  8.36016242e-05  2.08550263e-03  
    1.06500000e+01  6.38636613e-05  9.74040843e-03  4.44266450e-05  3.38768518e-02  8.31562034e-05  2.07561818e-03  
    1.06750000e+01  6.39574089e-05  9.57058248e-03  4.53055230e-05  3.40266250e-02  8.33769614e-05  2.06397966e-03  
    1.07000000e+01  6.42553345e-05  9.39923178e-03  4.44596375e-05  3.41734901e-02  8.08458482e-05  2.04527062e-03  
    1.07250000e+01  6.44094643e-05  9.23362570e-03  4.52888918e-05  3.43259239e-02  8.17662901e-05  2.03895866e-03  
    1.07500000e+01  6.46958937e-05  9.06540178e-03  4.57586053e-05  3.44718791e-02  8.32551056e-05  2.02534035e-03  
    1.07750000e+01  6.56272074e-05  8.89548842e-03  4.47758692e-05  3.46159128e-02  8.38411065e-05  2.00525090e-03  
    1.08000000e+01  6.57959709e-05  8.73205635e-03  4.51678045e-05  3.47657334e-02  8.36782379e-05  1.99899109e-03  
    1.08250000e+01  6.58027417e-05  8.56612099e-03  4.57781697e-05  3.49102945e-02  8.45313747e-05  1.98660381e-03  
    1.08500000e+01  6.66044307e-05  8.39713543e-03  4.57323866e-05  3.50525992e-02  8.41890309e-05  1.96293141e-03  
    1.08750000e+01  6.74032199e-05  8.23409947e-03  4.75771189e-05  3.51972067e-02  8.66407866e-05  1.95303012e-03  
    1.09000000e+01  6.68019701e-05  8.07039570e-03  4.72691646e-05  3.53343965e-02  8.56969840e-05  1.94100695e-03  
    1.09250000e+01  6.73076746e-05  7.90356941e-03  4.71051784e-05  3.54734149e-02  8.42342268e-05  1.91721602e-03  
    1.09500000e+01  6.83725983e-05  7.74184782e-03  4.87085325e-05  3.56149478e-02  9.01043884e-05  1.90588537e-03  
    1.09750000e+01  6.79548683e-05  7.58088987e-03  4.87333441e-05  3.57465463e-02  8.97806958e-05  1.89593833e-03  
    1.10000000e+01  6.80821502e-05  7.41516725e-03  4.75922462e-05  3.58816190e-02  8.74592010e-05  1.87177350e-03  
    1.10250000e+01  6.87415210e-05  7.25402421e-03  4.92406628e-05  3.60210322e-02  9.09675854e-05  1.85367047e-03  
    1.10500000e+01  6.84686732e-05  7.09613271e-03  4.85931807e-05  3.61494448e-02  9.06568220e-05  1.84790801e-03  
    1.10750000e+01  6.84122474e-05  6.93223729e-03  4.69051323e-05  3.62841019e-02  8.72491258e-05  1.82536173e-03  
    1.11000000e+01  6.89673187e-05  6.77197399e-03  4.83780901e-05  3.64239744e-02  9.10237102e-05  1.80065232e-03  
    1.11250000e+01  6.91317052e-05  6.61446344e-03  4.87420233e-05  3.65505757e-02  8.98607664e-05  1.78877999e-03  
    1.11500000e+01  6.92819046e-05  6.45202817e-03  4.74737574e-05  3.66784244e-02  8.72839632e-05  1.76969665e-03  
    1.11750000e+01  6.97789694e-05  6.29318326e-03  4.88882968e-05  3.68135004e-02  9.07652697e-05  1.74264859e-03  
    1.12000000e+01  7.01318170e-05  6.13826178e-03  5.07157018e-05  3.69333854e-02  9.02505764e-05  1.73058883e-03  
    1.12250000e+01  6.99518917e-05  5.97597824e-03  4.88158688e-05  3.70549803e-02  8.91884901e-05  1.70837726e-03  
